date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:34:20	200380/200380	---MCZ	200	added ('OK')	application/javascript	etag:W/%2230ebc-1900afa33bf%22	https://ncm-static.nexon.com/_next/static/chunks/main-7972001a290fdf21.js	C:/My%20Web%20Sites/nxcb/ncm-static.nexon.com/_next/static/chunks/main-7972001a290fdf21.js	(from https://computermuseum.nexon.com/)
09:34:20	3406050/3406050	---MCZ	200	added ('OK')	application/javascript	etag:W/%2233f8e2-1900afa3463%22	https://ncm-static.nexon.com/_next/static/chunks/pages/_app-93e920da9915f1da.js	C:/My%20Web%20Sites/nxcb/ncm-static.nexon.com/_next/static/chunks/pages/_app-93e920da9915f1da.js	(from https://computermuseum.nexon.com/)
09:34:20	7244/7244	---MCZ	200	added ('OK')	application/javascript	etag:W/%221c4c-1900afa35a7%22	https://ncm-static.nexon.com/_next/static/chunks/pages/index-86b755b975eded40.js	C:/My%20Web%20Sites/nxcb/ncm-static.nexon.com/_next/static/chunks/pages/index-86b755b975eded40.js	(from https://computermuseum.nexon.com/)
09:34:21	3703/3703	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e77-1900afa3367%22	https://ncm-static.nexon.com/_next/static/JsHdFLfpDLH0SJ2IamTQB/_buildManifest.js	C:/My%20Web%20Sites/nxcb/ncm-static.nexon.com/_next/static/JsHdFLfpDLH0SJ2IamTQB/_buildManifest.js	(from https://computermuseum.nexon.com/)
09:34:21	77/77	---M--	200	added ('OK')	application/javascript	etag:W/%224d-1900afa336f%22	https://ncm-static.nexon.com/_next/static/JsHdFLfpDLH0SJ2IamTQB/_ssgManifest.js	C:/My%20Web%20Sites/nxcb/ncm-static.nexon.com/_next/static/JsHdFLfpDLH0SJ2IamTQB/_ssgManifest.js	(from https://computermuseum.nexon.com/)
09:34:21	26500/26500	---MCZ	200	added ('OK')	text/html	etag:%225gvohczltvig8%22	https://computermuseum.nexon.com/reservation/personal/schedule	C:/My%20Web%20Sites/nxcb/computermuseum.nexon.com/reservation/personal/schedule.html	(from https://computermuseum.nexon.com/)
09:34:21	13183/13183	---MCZ	200	added ('OK')	text/html	etag:%22mwntcii31y9d7%22	https://computermuseum.nexon.com/guide	C:/My%20Web%20Sites/nxcb/computermuseum.nexon.com/guide.html	(from https://computermuseum.nexon.com/)
09:34:22	14902/14902	---MCZ	200	added ('OK')	text/html	etag:%2218435hsmhj0am8%22	https://computermuseum.nexon.com/monthlyprogram	C:/My%20Web%20Sites/nxcb/computermuseum.nexon.com/monthlyprogram.html	(from https://computermuseum.nexon.com/)
09:34:22	5524/5524	---MCZ	404	error ('Not%20Found')	text/html	etag:%22bi4xyzrqbq466%22	https://computermuseum.nexon.com/static/files/%eb%8b%a8%ec%b2%b4%ea%b4%80%eb%9e%8c%ea%b0%80%ec%9d%b4%eb%93%9c_%ea%b5%90%ec%82%ac%ec%9a%a9.pdf	C:/My%20Web%20Sites/nxcb/computermuseum.nexon.com/static/files/%eb%8b%a8%ec%b2%b4%ea%b4%80%eb%9e%8c%ea%b0%80%ec%9d%b4%eb%93%9c_%ea%b5%90%ec%82%ac%ec%9a%a9.1b.delayed	(from https://computermuseum.nexon.com/)
09:34:22	5524/5524	---MCZ	404	error ('Not%20Found')	text/html	etag:%22bi4xyzrqbq466%22	https://computermuseum.nexon.com/static/files/%eb%8b%a8%ec%b2%b4%ea%b4%80%eb%9e%8c%ea%b0%80%ec%9d%b4%eb%93%9c_%ed%95%99%ec%83%9d%ec%9a%a9.pdf	C:/My%20Web%20Sites/nxcb/computermuseum.nexon.com/static/files/%eb%8b%a8%ec%b2%b4%ea%b4%80%eb%9e%8c%ea%b0%80%ec%9d%b4%eb%93%9c_%ed%95%99%ec%83%9d%ec%9a%a9.pdf	(from https://computermuseum.nexon.com/)
09:34:23	44670/44670	---MCZ	200	added ('OK')	text/html	etag:%22gchlvvwh19ode%22	https://computermuseum.nexon.com/policy/privacy	C:/My%20Web%20Sites/nxcb/computermuseum.nexon.com/policy/privacy.html	(from https://computermuseum.nexon.com/)
09:34:23	5/5	---M--	200	added ('OK')	text/css	etag:%2266138fb3-5%22	https://p.typekit.net/p.css?s=1&k=lfx5iyj&ht=tk&f=18182.18189&a=41372917&app=typekit&e=css	C:/My%20Web%20Sites/nxcb/p.typekit.net/pb447.css	(from https://use.typekit.net/lfx5iyj.css)
09:34:24	122140/122140	---M--	200	added ('OK')	application/font-woff2	etag:%226ba92e3c2781b5db6ca62f5e6a7ba9dbb98932c5%22	https://use.typekit.net/af/176972/000000000000000000013024/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/nxcb/use.typekit.net/af/176972/000000000000000000013024/27/l652f	(from https://use.typekit.net/lfx5iyj.css)
09:34:24	124324/124324	---M--	200	added ('OK')	application/font-woff	etag:%226ba92e3c2781b5db6ca62f5e6a7ba9dbb98932c5%22	https://use.typekit.net/af/176972/000000000000000000013024/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/nxcb/use.typekit.net/af/176972/000000000000000000013024/27/d652f	(from https://use.typekit.net/lfx5iyj.css)
09:34:24	153476/153476	---M-Z	200	added ('OK')	font/opentype	etag:W/%226ba92e3c2781b5db6ca62f5e6a7ba9dbb98932c5%22	https://use.typekit.net/af/176972/000000000000000000013024/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/nxcb/use.typekit.net/af/176972/000000000000000000013024/27/a652f	(from https://use.typekit.net/lfx5iyj.css)
09:34:24	121700/121700	---M--	200	added ('OK')	application/font-woff2	etag:%22223f8ecee208b2bba4b4e1bcfb79c9b5f4671d09%22	https://use.typekit.net/af/74a78f/00000000000000000001302b/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/nxcb/use.typekit.net/af/74a78f/00000000000000000001302b/27/le196	(from https://use.typekit.net/lfx5iyj.css)
09:34:25	123680/123680	---M--	200	added ('OK')	application/font-woff	etag:%22223f8ecee208b2bba4b4e1bcfb79c9b5f4671d09%22	https://use.typekit.net/af/74a78f/00000000000000000001302b/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/nxcb/use.typekit.net/af/74a78f/00000000000000000001302b/27/de196	(from https://use.typekit.net/lfx5iyj.css)
09:34:25	152772/152772	---M-Z	200	added ('OK')	font/opentype	etag:W/%22223f8ecee208b2bba4b4e1bcfb79c9b5f4671d09%22	https://use.typekit.net/af/74a78f/00000000000000000001302b/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/nxcb/use.typekit.net/af/74a78f/00000000000000000001302b/27/ae196	(from https://use.typekit.net/lfx5iyj.css)
09:34:26	1575/1575	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627-1900afa3657%22	https://ncm-static.nexon.com/_next/static/chunks/pages/reservation/personal/schedule-9d341debc239e68a.js	C:/My%20Web%20Sites/nxcb/ncm-static.nexon.com/_next/static/chunks/pages/reservation/personal/schedule-9d341debc239e68a.js	(from https://computermuseum.nexon.com/reservation/personal/schedule)
09:34:26	5531/5531	---MCZ	200	added ('OK')	application/javascript	etag:W/%22159b-1900afa359f%22	https://ncm-static.nexon.com/_next/static/chunks/pages/guide-450f8fab998ae53c.js	C:/My%20Web%20Sites/nxcb/ncm-static.nexon.com/_next/static/chunks/pages/guide-450f8fab998ae53c.js	(from https://computermuseum.nexon.com/guide)
09:34:26	5111/5111	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213f7-1900afa35bf%22	https://ncm-static.nexon.com/_next/static/chunks/pages/monthlyprogram-cb4a95c89e2ebee8.js	C:/My%20Web%20Sites/nxcb/ncm-static.nexon.com/_next/static/chunks/pages/monthlyprogram-cb4a95c89e2ebee8.js	(from https://computermuseum.nexon.com/monthlyprogram)
09:34:26	257/257	---M--	200	added ('OK')	image/png	etag:W/%22101-1900afa1f63%22	https://computermuseum.nexon.com/static/images/contents/monthly-program/icon_care_gray.png	C:/My%20Web%20Sites/nxcb/computermuseum.nexon.com/static/images/contents/monthly-program/icon_care_gray.png	(from https://computermuseum.nexon.com/monthlyprogram)
09:34:27	2562/2562	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a02-1900afa35ff%22	https://ncm-static.nexon.com/_next/static/chunks/pages/policy/privacy-7294fad14aa82d2f.js	C:/My%20Web%20Sites/nxcb/ncm-static.nexon.com/_next/static/chunks/pages/policy/privacy-7294fad14aa82d2f.js	(from https://computermuseum.nexon.com/policy/privacy)
09:34:28	4439788/4439788	---M--	200	added ('OK')	application/octet-stream	etag:%22285ff59c55b37feaf671ea66100a3589%22	https://ncm-file.nexon.com/program/53a86221ebfc454a8ea008bbbab5dd66_KakaoTalk_20200924_140843246.jpg	C:/My%20Web%20Sites/nxcb/ncm-file.nexon.com/program/53a86221ebfc454a8ea008bbbab5dd66_KakaoTalk_20200924_140843246.jpg	(from https://computermuseum.nexon.com/monthlyprogram)
09:34:28	1/1	---M--	200	added ('OK')	text/plain	etag:%22656f8c6e-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/lfx5iyj.css)
